product_id,product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,seller,stock,sold_quantity,profit_margin_pct,is_organic,packaging_type,weight_g,shelf_life_days,reorder_level,demand_index,date_added,expiry_date,offer_type,delivery_status
3392,Tata Daily Grocery 965,Grocery,Tata,338.7,20,263.66,4.61,540,18,Kolkata,UrbanSeller,105,304,27.3,FALSE,Box,295,492,20,97,2024-11-03,2026-03-04,FlatDiscount,Delayed
3393,Lizol Fresh Household 179,Household,Lizol,205.26,15,180.38,3.9,45,13,Delhi,LocalMart,104,190,16.2,TRUE,Box,297,1053,21,59,2024-05-21,2027-04-06,Cashback,On-Time
3394,Aavin Fresh Dairy 233,Dairy,Aavin,145.16,15,119.37,3.64,496,15,Chennai,DailyNeeds,121,139,6.6,FALSE,Jar,254,16,24,26,2025-06-29,2025-07-15,None,On-Time
3395,Dettol Daily Household 414,Household,Dettol,601.12,0,596.36,3.53,96,19,Hyderabad,LocalMart,137,494,6.12,FALSE,Pouch,500,1643,27,99,2025-01-31,2029-08-30,Buy1Get1,On-Time
3396,Surf Excel Classic Household 983,Household,Surf Excel,168.42,0,164.9,4.04,217,30,Jaipur,SellerB,103,247,6.43,TRUE,Jar,100,837,20,63,2025-04-05,2027-07-29,FlatDiscount,On-Time
3397,DailyGreens Family Pack Fruits 501,Fruits & Vegetables,DailyGreens,18.55,10,16.43,3.76,209,15,Delhi,LocalMart,139,269,21.34,FALSE,Bottle,99,11,28,53,2024-10-02,2024-10-13,FlatDiscount,On-Time
3398,FreshFarm Organic Fruits 761,Fruits & Vegetables,FreshFarm,40.5,15,34.22,3.98,131,49,Jaipur,QuickStores,88,242,27.86,TRUE,Can,1996,12,17,68,2024-03-22,2024-04-03,None,Delayed
3399,Nivea Fresh Personal 673,Personal Care,Nivea,511.06,10,448.74,4.06,270,29,Lucknow,SellerA,90,181,18.14,FALSE,Packet,995,778,18,67,2024-01-20,2026-03-17,None,On-Time
3400,DailyGreens Daily Fruits 260,Fruits & Vegetables,DailyGreens,142.75,0,141.54,3.77,221,15,Delhi,DailyNeeds,102,288,11.82,TRUE,Bottle,503,3,20,74,2025-06-25,2025-06-28,None,On-Time
3401,Surf Excel Daily Household 108,Household,Surf Excel,312.34,0,317.2,4.22,439,25,Mumbai,LocalMart,94,78,31.41,FALSE,Pouch,1002,427,18,19,2023-10-30,2025-01-05,None,On-Time
3402,Dove Classic Personal 791,Personal Care,Dove,629.45,10,571.98,4.12,203,27,Bengaluru,UrbanSeller,92,127,38.42,TRUE,Pouch,400,1770,18,35,2024-09-25,2029-07-15,None,On-Time
3403,Lay's Original Snacks 380,Snacks,Lay's,245.77,0,247.9,4.33,475,30,Chennai,DailyNeeds,96,187,22.44,TRUE,Bottle,1007,90,19,62,2023-12-31,2024-03-31,Cashback,On-Time
3404,ITC Classic Snacks 391,Snacks,ITC,94.27,5,89.33,4.45,163,33,Jaipur,QuickStores,76,144,15.85,FALSE,Pouch,201,110,15,52,2024-09-07,2024-12-25,FlatDiscount,On-Time
3405,Surf Excel Lite Household 817,Household,Surf Excel,810.9,25,606.28,3.81,125,31,Bengaluru,UrbanSeller,115,24,39.87,FALSE,Pouch,762,1229,23,0,2025-05-27,2028-09-18,None,On-Time
3406,Amul Classic Dairy 115,Dairy,Amul,41.35,5,38.47,4.12,123,29,Kolkata,SellerB,129,301,11.96,FALSE,Packet,1006,17,26,70,2024-11-08,2024-11-25,FlatDiscount,On-Time
3407,Britannia Original Bakery 276,Bakery,Britannia,463.07,15,394.07,4.84,148,23,Kolkata,DailyNeeds,96,73,35.59,FALSE,Bottle,399,6,19,30,2024-12-03,2024-12-09,Cashback,On-Time
3408,Gowardhan Organic Dairy 728,Dairy,Gowardhan,235.19,10,211.73,4.88,344,10,Delhi,QuickStores,84,515,37.4,TRUE,Box,756,7,17,102,2025-07-18,2025-07-25,Buy1Get1,On-Time
3409,Harpic Classic Household 496,Household,Harpic,758.96,15,637.57,4.56,353,24,Kolkata,DailyNeeds,106,450,15.39,FALSE,Packet,253,534,21,99,2023-11-23,2025-05-16,Buy1Get1,On-Time
3410,Modern Classic Bakery 101,Bakery,Modern,492.69,5,466.75,4.18,123,23,Jaipur,SellerA,152,102,7.72,FALSE,Jar,1020,11,30,19,2025-04-01,2025-04-12,Buy1Get1,On-Time
3411,Aashirvaad Daily Grocery 394,Grocery,Aashirvaad,389.96,15,321.89,4.5,129,34,Lucknow,QuickStores,119,193,17.1,FALSE,Bottle,762,450,24,60,2024-07-06,2025-09-21,FlatDiscount,On-Time
3412,Patanjali Fresh Grocery 181,Grocery,Patanjali,265.68,15,227.19,4.29,317,27,Pune,SellerB,100,22,26.07,FALSE,Jar,247,239,20,17,2025-09-06,2026-05-05,None,Delayed
3413,Patanjali Original Grocery 443,Grocery,Patanjali,175.61,20,135.39,3.79,198,29,Mumbai,UrbanSeller,121,192,24,FALSE,Bottle,101,492,24,40,2025-07-29,2026-12-10,None,On-Time
3414,Fortune Classic Grocery 347,Grocery,Fortune,148.44,20,119.24,4,220,19,Hyderabad,SellerB,121,491,36.85,TRUE,Bottle,99,320,24,97,2024-08-10,2025-06-27,Cashback,On-Time
3415,Amul Classic Dairy 265,Dairy,Amul,220.77,0,219.03,4.17,86,29,Pune,DailyNeeds,87,34,35.48,FALSE,Pouch,753,14,17,5,2025-02-15,2025-03-01,FlatDiscount,On-Time
3416,Aavin Daily Dairy 729,Dairy,Aavin,156.34,0,154.49,4.92,533,33,Jaipur,SellerB,118,236,30.12,FALSE,Packet,246,28,23,71,2024-03-05,2024-04-02,None,Delayed
3417,Modern Family Pack Bakery 677,Bakery,Modern,396.27,0,389.58,3.31,158,42,Lucknow,DailyNeeds,116,125,15.3,FALSE,Jar,744,12,23,19,2024-09-05,2024-09-17,None,On-Time
3418,Gowardhan Lite Dairy 855,Dairy,Gowardhan,49.48,10,45.78,4.46,236,29,Jaipur,LocalMart,112,189,25.94,FALSE,Jar,1003,13,22,65,2024-06-06,2024-06-19,FlatDiscount,On-Time
3419,Gowardhan Classic Dairy 982,Dairy,Gowardhan,58.92,0,60,3.76,82,37,Jaipur,QuickStores,115,434,22.32,FALSE,Jar,494,11,22,102,2023-12-13,2023-12-24,None,On-Time
3420,Britannia Organic Bakery 195,Bakery,Britannia,261.84,25,193.79,4.95,56,29,Chennai,LocalMart,138,114,26.28,FALSE,Bottle,199,14,27,52,2024-09-03,2024-09-17,None,On-Time
3421,Patanjali Lite Grocery 806,Grocery,Patanjali,192.98,15,163.74,4.15,596,31,Jaipur,UrbanSeller,103,269,7.08,FALSE,Packet,1000,222,20,65,2025-03-10,2025-10-16,None,On-Time
3422,P&G Classic Personal 170,Personal Care,P&G,85.38,10,74.61,3.84,226,21,Ahmedabad,LocalMart,128,334,38.44,FALSE,Can,100,775,25,76,2025-03-17,2027-04-24,None,On-Time
3423,FreshFarm Original Fruits 461,Fruits & Vegetables,FreshFarm,197.19,10,176.78,3.84,94,34,Bengaluru,SellerB,109,76,20.67,FALSE,Box,2029,11,21,18,2024-08-15,2024-08-26,Buy1Get1,Delayed
3424,Lay's Classic Snacks 881,Snacks,Lay's,202.01,5,186.43,3.31,164,30,Ahmedabad,UrbanSeller,103,121,20.89,TRUE,Can,102,239,20,34,2025-08-19,2026-04-18,FlatDiscount,On-Time
3425,Patanjali Organic Grocery 697,Grocery,Patanjali,233.15,5,222.73,4.21,179,18,Pune,SellerA,93,398,13.17,FALSE,Box,396,357,18,77,2024-08-05,2025-07-25,None,On-Time
3426,Lay's Lite Snacks 488,Snacks,Lay's,87.04,5,84.16,3.84,109,25,Pune,QuickStores,103,70,23.81,FALSE,Pouch,203,334,21,10,2025-04-16,2026-03-17,None,On-Time
3427,Tropicana Family Pack Beverages 710,Beverages,Tropicana,251.95,0,253.08,4.02,160,19,Pune,DailyNeeds,118,261,30.12,FALSE,Packet,1475,461,23,49,2024-08-21,2025-12-03,None,On-Time
3428,ITC Classic Snacks 705,Snacks,ITC,123.15,0,120.84,4.68,296,44,Lucknow,SellerA,102,92,13.77,FALSE,Box,199,172,20,39,2024-10-05,2025-03-23,None,Delayed
3429,Dove Family Pack Personal 661,Personal Care,Dove,451.47,10,402.55,4.93,176,21,Delhi,UrbanSeller,114,157,6.23,TRUE,Packet,1000,1696,23,68,2023-12-23,2028-07-28,Cashback,On-Time
3430,Dove Fresh Personal 77,Personal Care,Dove,208.71,0,211.39,3.16,338,27,Mumbai,DailyNeeds,94,261,18.83,FALSE,Pouch,252,1338,18,38,2024-04-21,2027-12-11,FreeDelivery,On-Time
3431,Fortune Daily Grocery 441,Grocery,Fortune,102.03,0,100.48,3.73,339,28,Bengaluru,QuickStores,101,449,14.97,FALSE,Jar,245,505,19,96,2024-02-12,2025-07-10,None,On-Time
3432,Nivea Daily Personal 209,Personal Care,Nivea,735.74,20,587.45,3.97,239,23,Hyderabad,QuickStores,148,341,14.81,FALSE,Bottle,990,998,29,67,2024-04-03,2026-12-24,FlatDiscount,On-Time
3433,Coca-Cola Original Beverages 180,Beverages,Coca-Cola,27.55,10,24.54,5.03,195,21,Pune,SellerA,75,100,31.04,FALSE,Pouch,1019,172,15,36,2024-11-16,2025-05-07,None,On-Time
3434,Aashirvaad Family Pack Grocery 479,Grocery,Aashirvaad,272.13,25,201.62,3.66,57,36,Jaipur,DailyNeeds,105,12,39.83,FALSE,Bottle,501,211,21,4,2023-12-23,2024-07-24,FlatDiscount,Delayed
3435,Aashirvaad Lite Grocery 787,Grocery,Aashirvaad,90.41,15,76.86,4.18,478,31,Jaipur,SellerB,128,430,27.43,FALSE,Jar,100,618,25,101,2024-10-17,2026-06-21,None,Delayed
3436,FreshFarm Daily Fruits 987,Fruits & Vegetables,FreshFarm,343.62,20,276.4,4.04,379,36,Lucknow,QuickStores,117,48,31.45,FALSE,Bottle,992,7,23,20,2025-06-13,2025-06-20,Cashback,On-Time
3437,Amul Original Dairy 83,Dairy,Amul,224.72,15,188.01,3.6,330,35,Jaipur,DailyNeeds,118,383,16.95,TRUE,Box,249,20,23,91,2024-03-23,2024-04-12,None,On-Time
3438,P&G Family Pack Personal 372,Personal Care,P&G,88.44,20,71.16,3.96,121,27,Jaipur,DailyNeeds,118,96,34.14,FALSE,Can,755,418,23,54,2024-10-07,2025-12-02,FlatDiscount,On-Time
3439,Aashirvaad Fresh Grocery 326,Grocery,Aashirvaad,293.41,10,265.46,3.14,534,21,Bengaluru,SellerB,79,83,25.47,TRUE,Box,304,262,15,5,2025-09-28,2026-06-15,None,On-Time
3440,Pepsi Original Beverages 624,Beverages,Pepsi,319.2,15,267.12,4.22,453,22,Pune,LocalMart,133,4,27.95,FALSE,Can,1504,186,27,0,2024-12-10,2025-06-16,None,On-Time
3441,FreshFarm Classic Fruits 547,Fruits & Vegetables,FreshFarm,165.65,10,150.92,3.34,234,18,Hyderabad,UrbanSeller,128,43,29.14,FALSE,Bottle,1991,15,27,11,2025-04-08,2025-04-23,None,On-Time
3442,Parle Daily Snacks 226,Snacks,Parle,221.13,10,197.24,4.4,391,23,Jaipur,SellerB,160,57,29.63,FALSE,Box,248,136,31,18,2024-05-30,2024-10-12,None,On-Time
3443,Dettol Premium Household 457,Household,Dettol,724.2,10,654.84,4.89,201,36,Kolkata,UrbanSeller,110,151,25.98,FALSE,Can,401,1220,21,39,2023-12-02,2027-03-20,None,On-Time
3444,Tropicana Classic Beverages 455,Beverages,Tropicana,22.87,20,18.16,3.43,410,31,Chennai,QuickStores,117,69,5.87,FALSE,Can,306,192,23,14,2025-09-01,2026-03-10,FlatDiscount,On-Time
3445,Coca-Cola Organic Beverages 736,Beverages,Coca-Cola,298.06,5,288.13,3.44,215,30,Mumbai,UrbanSeller,112,207,5.56,TRUE,Box,980,424,22,43,2024-11-20,2026-01-26,None,On-Time
3446,DailyGreens Organic Fruits 350,Fruits & Vegetables,DailyGreens,183.12,5,173.28,4.28,85,36,Jaipur,UrbanSeller,86,90,20.71,FALSE,Bottle,992,10,17,35,2023-11-30,2023-12-10,None,Delayed
3447,Britannia Daily Bakery 60,Bakery,Britannia,200.24,20,155.9,5.06,59,28,Chennai,DailyNeeds,146,17,14.56,FALSE,Bottle,1020,4,30,28,2024-08-03,2024-08-07,None,On-Time
3448,Nivea Premium Personal 351,Personal Care,Nivea,123.31,5,115.79,4.88,194,25,Chennai,SellerA,77,17,38.77,TRUE,Packet,502,1183,15,40,2024-06-24,2027-09-06,None,On-Time
3449,DailyGreens Classic Fruits 828,Fruits & Vegetables,DailyGreens,316.3,20,255.4,4.42,74,22,Mumbai,DailyNeeds,116,119,6.31,FALSE,Box,1987,14,22,37,2024-04-20,2024-05-04,FlatDiscount,On-Time
3450,Patanjali Organic Grocery 192,Grocery,Patanjali,332.07,25,251.95,4.05,415,36,Bengaluru,SellerB,115,48,35.08,FALSE,Box,297,439,23,23,2024-01-08,2025-03-26,FlatDiscount,On-Time
3451,Modern Classic Bakery 551,Bakery,Modern,351.56,10,327.58,4.74,161,25,Chennai,UrbanSeller,103,396,25.39,FALSE,Box,300,8,20,100,2025-01-13,2025-01-21,None,On-Time
3452,ITC Organic Snacks 98,Snacks,ITC,148.26,20,116.9,4.83,295,30,Kolkata,UrbanSeller,110,62,21.88,FALSE,Can,300,260,22,21,2025-08-08,2026-04-25,None,Delayed
3453,Tropicana Lite Beverages 584,Beverages,Tropicana,267.76,0,266.84,4.6,428,22,Hyderabad,UrbanSeller,131,289,30.41,TRUE,Packet,1493,283,25,74,2024-12-28,2025-10-03,None,On-Time
3454,Mother Dairy Original Dairy 546,Dairy,Mother Dairy,239.11,0,237.07,4.39,216,29,Delhi,LocalMart,83,255,9.04,TRUE,Box,1005,7,16,63,2025-07-22,2025-07-29,None,On-Time
3455,Lay's Classic Snacks 321,Snacks,Lay's,127.7,5,124.52,4.97,172,30,Mumbai,SellerB,127,377,5.59,FALSE,Bottle,1011,346,25,91,2024-06-17,2025-06-03,FlatDiscount,On-Time
3456,DailyGreens Daily Fruits 316,Fruits & Vegetables,DailyGreens,55.93,15,48.25,4.34,63,31,Ahmedabad,DailyNeeds,127,18,18.05,FALSE,Jar,250,9,25,21,2025-06-06,2025-06-15,Cashback,On-Time
3457,Minute Maid Premium Beverages 745,Beverages,Minute Maid,334.43,15,284.75,3.74,319,31,Bengaluru,LocalMart,80,42,14.61,FALSE,Can,1482,145,16,23,2025-08-03,2025-12-24,Cashback,On-Time
3458,Tata Premium Grocery 664,Grocery,Tata,468.48,0,467.66,4.55,474,41,Lucknow,UrbanSeller,92,192,37.48,FALSE,Bottle,746,365,18,33,2025-01-18,2026-01-14,None,On-Time
3459,Dettol Original Household 240,Household,Dettol,72.28,15,61.62,3.83,143,22,Chennai,LocalMart,107,267,33.8,FALSE,Bottle,248,1780,21,80,2025-10-17,2030-08-29,Buy1Get1,On-Time
3460,Pepsi Classic Beverages 869,Beverages,Pepsi,298.54,0,297.74,5.1,474,22,Chennai,SellerB,94,242,35.82,TRUE,Packet,1528,536,18,79,2025-06-11,2026-11-25,None,On-Time
3461,Modern Daily Bakery 148,Bakery,Modern,200.76,5,190,3.98,47,26,Hyderabad,QuickStores,133,147,29.85,TRUE,Packet,98,10,27,41,2024-12-09,2024-12-19,None,Delayed
3462,P&G Fresh Personal 254,Personal Care,P&G,380.33,0,380.86,4.6,172,30,Hyderabad,DailyNeeds,143,70,13.34,FALSE,Packet,493,678,28,17,2025-08-14,2027-06-15,FlatDiscount,On-Time
3463,Lizol Classic Household 746,Household,Lizol,306.99,20,240.22,4.1,224,35,Lucknow,SellerA,87,70,13.25,FALSE,Jar,101,1291,17,23,2024-04-03,2027-10-18,None,On-Time
3464,Aashirvaad Lite Grocery 387,Grocery,Aashirvaad,197.62,15,167.07,4.76,536,19,Chennai,SellerA,120,108,28.41,FALSE,Packet,490,240,24,17,2024-11-18,2025-07-20,None,On-Time
3465,DailyGreens Daily Fruits 684,Fruits & Vegetables,DailyGreens,188.41,10,172.41,3.24,360,40,Jaipur,SellerA,162,48,11.73,FALSE,Packet,2023,10,33,4,2024-12-16,2024-12-26,None,On-Time
3466,Lay's Organic Snacks 363,Snacks,Lay's,149.26,0,149.95,3.99,536,34,Jaipur,QuickStores,114,175,37.64,FALSE,Bottle,997,61,22,47,2024-07-29,2024-09-29,None,On-Time
3467,Minute Maid Classic Beverages 922,Beverages,Minute Maid,143.58,30,99.86,3.93,249,30,Bengaluru,DailyNeeds,78,79,33.28,FALSE,Packet,498,453,15,47,2024-08-02,2025-10-28,None,On-Time
3468,Minute Maid Original Beverages 711,Beverages,Minute Maid,124.61,30,89.48,4.43,190,35,Jaipur,DailyNeeds,93,50,21.22,TRUE,Jar,1527,103,18,21,2024-06-22,2024-10-04,None,On-Time
3469,Modern Classic Bakery 82,Bakery,Modern,188.83,10,168.17,4.7,191,34,Bengaluru,LocalMart,139,239,29.45,FALSE,Jar,508,2,28,60,2025-03-29,2025-03-31,Buy1Get1,On-Time
3470,Britannia Premium Bakery 355,Bakery,Britannia,386,0,388.79,4.06,87,31,Kolkata,UrbanSeller,93,295,16.71,FALSE,Box,748,13,18,70,2024-05-21,2024-06-03,FreeDelivery,On-Time
3471,Parle Family Pack Snacks 129,Snacks,Parle,183.94,20,148.42,3.53,688,38,Mumbai,DailyNeeds,83,18,10.96,FALSE,Box,398,290,17,17,2025-08-01,2026-05-16,None,On-Time
3472,Harpic Fresh Household 704,Household,Harpic,315.74,30,213.36,4.14,174,36,Lucknow,SellerB,95,281,10.07,FALSE,Packet,253,1765,19,82,2025-09-17,2030-07-29,None,On-Time
3473,Minute Maid Daily Beverages 841,Beverages,Minute Maid,40.07,10,36.03,4.72,328,25,Delhi,SellerB,138,357,23.49,FALSE,Box,997,149,26,71,2025-09-17,2026-02-14,FlatDiscount,On-Time
3474,Tata Lite Grocery 811,Grocery,Tata,341.16,10,304.61,4.07,251,22,Chennai,QuickStores,120,149,22.22,TRUE,Box,510,429,24,38,2024-12-29,2026-03-08,None,On-Time
3475,FreshFarm Fresh Fruits 474,Fruits & Vegetables,FreshFarm,324.7,5,308.45,4.41,131,26,Pune,DailyNeeds,91,63,18.7,FALSE,Pouch,505,7,17,30,2024-06-30,2024-07-07,None,On-Time
3476,BakeHouse Fresh Bakery 441,Bakery,BakeHouse,294.42,0,288.61,3.98,163,24,Mumbai,SellerB,122,39,15.29,FALSE,Pouch,758,11,24,0,2024-11-14,2024-11-25,FreeDelivery,On-Time
3477,Coca-Cola Family Pack Beverages 858,Beverages,Coca-Cola,228.79,5,216.96,4.28,293,42,Jaipur,QuickStores,137,140,11.86,FALSE,Can,1006,161,27,26,2025-06-27,2025-12-05,None,Delayed
3478,Aavin Classic Dairy 617,Dairy,Aavin,161.19,15,135.14,4.41,328,33,Bengaluru,LocalMart,87,195,8.44,TRUE,Jar,1018,21,17,41,2025-05-15,2025-06-05,Cashback,On-Time
3479,Nivea Organic Personal 553,Personal Care,Nivea,236.72,10,211.13,3.91,218,33,Delhi,SellerA,123,46,21.86,FALSE,Box,303,616,24,15,2025-02-02,2026-10-07,FreeDelivery,On-Time
3480,Aavin Lite Dairy 908,Dairy,Aavin,43.93,25,33.52,4.16,153,30,Hyderabad,SellerA,91,46,36.22,FALSE,Pouch,493,26,18,18,2025-02-16,2025-03-14,None,On-Time
3481,Dove Daily Personal 500,Personal Care,Dove,391.77,10,365.79,3.87,106,34,Jaipur,UrbanSeller,102,423,13.41,TRUE,Box,253,1093,20,86,2025-09-02,2028-08-30,Buy1Get1,On-Time
3482,FreshFarm Lite Fruits 743,Fruits & Vegetables,FreshFarm,293.96,10,262.87,3.98,203,29,Delhi,SellerB,123,397,27.31,FALSE,Bottle,1995,15,24,84,2025-04-15,2025-04-30,None,On-Time
3483,ITC Lite Snacks 547,Snacks,ITC,137.08,0,136.18,3.9,477,30,Kolkata,QuickStores,82,11,19.3,FALSE,Can,199,292,16,8,2025-02-16,2025-12-10,None,On-Time
3484,FreshFarm Original Fruits 392,Fruits & Vegetables,FreshFarm,96.46,0,97.02,4.49,193,19,Pune,SellerB,138,336,37.46,FALSE,Packet,999,5,29,87,2025-03-25,2025-03-30,None,On-Time
3485,Patanjali Daily Grocery 931,Grocery,Patanjali,89.06,15,76.16,4.17,226,21,Chennai,LocalMart,126,260,30.3,FALSE,Can,395,550,24,76,2023-12-15,2025-06-25,None,On-Time
3486,Himalaya Organic Personal 601,Personal Care,Himalaya,533.34,10,482.25,4.57,367,26,Kolkata,SellerA,123,168,30.97,FALSE,Jar,250,1416,24,19,2024-10-03,2028-09-03,None,On-Time
3487,Patanjali Fresh Grocery 767,Grocery,Patanjali,344.96,10,311.61,3.91,530,36,Jaipur,QuickStores,125,46,32.29,FALSE,Can,196,441,25,30,2024-04-07,2025-06-30,Cashback,On-Time
3488,Surf Excel Lite Household 523,Household,Surf Excel,637.35,10,588.17,4.15,121,27,Bengaluru,QuickStores,126,154,17.65,FALSE,Packet,394,430,25,25,2024-09-08,2025-11-14,None,On-Time
3489,Tropicana Family Pack Beverages 859,Beverages,Tropicana,62.11,25,48.11,4.26,142,34,Kolkata,QuickStores,85,81,28.92,FALSE,Packet,303,114,17,27,2025-02-02,2025-05-28,Buy1Get1,On-Time
3490,BakeHouse Family Pack Bakery 378,Bakery,BakeHouse,109.94,5,101.8,4.45,330,22,Delhi,LocalMart,82,76,16.52,FALSE,Pouch,404,2,16,36,2025-03-10,2025-03-12,None,On-Time
3491,Britannia Lite Snacks 155,Snacks,Britannia,128.67,10,117.54,4.03,249,28,Delhi,QuickStores,96,15,23.88,TRUE,Packet,98,327,18,13,2024-04-01,2025-02-17,FlatDiscount,On-Time
3492,Minute Maid Classic Beverages 825,Beverages,Minute Maid,270.22,0,275.99,3.92,386,33,Kolkata,LocalMart,79,168,28,FALSE,Pouch,203,485,16,38,2024-01-31,2025-06-04,None,On-Time
3493,Britannia Premium Bakery 775,Bakery,Britannia,191.61,0,193.5,4.77,340,22,Chennai,QuickStores,75,215,39.6,FALSE,Jar,99,6,15,61,2025-07-16,2025-07-22,FreeDelivery,On-Time
3494,BakeHouse Organic Bakery 370,Bakery,BakeHouse,95.56,10,86.56,3.31,294,47,Lucknow,QuickStores,106,130,22.05,FALSE,Bottle,303,5,21,12,2024-07-05,2024-07-10,Buy1Get1,Delayed
3495,Lizol Daily Household 117,Household,Lizol,333.25,0,332.55,4.14,166,23,Delhi,SellerB,120,292,16.03,FALSE,Pouch,247,983,23,39,2024-01-27,2026-09-21,None,On-Time
3496,Gowardhan Organic Dairy 727,Dairy,Gowardhan,227.23,10,204.68,4.07,499,14,Pune,LocalMart,77,28,22.93,FALSE,Box,246,22,15,19,2025-09-26,2025-10-18,None,On-Time
3497,ITC Organic Snacks 785,Snacks,ITC,86.32,5,80.9,4.06,419,33,Kolkata,UrbanSeller,132,431,19.54,FALSE,Pouch,253,112,26,100,2025-07-29,2025-11-17,Cashback,On-Time
3498,FreshFarm Lite Fruits 731,Fruits & Vegetables,FreshFarm,336.21,25,252.24,3,100,21,Jaipur,SellerB,98,365,15.75,FALSE,Packet,2029,4,20,75,2025-09-18,2025-09-22,None,On-Time
3499,Amul Original Dairy 997,Dairy,Amul,175.72,0,174.54,4.93,581,12,Kolkata,LocalMart,104,41,32.59,FALSE,Can,991,7,20,15,2025-09-18,2025-09-25,None,On-Time
3500,Nivea Daily Personal 295,Personal Care,Nivea,33.71,15,28.94,3.51,244,32,Chennai,DailyNeeds,99,323,36.16,TRUE,Pouch,295,1071,19,75,2024-08-21,2027-08-05,Cashback,On-Time
3501,Tropicana Fresh Beverages 656,Beverages,Tropicana,45.13,30,32.65,3.96,422,12,Hyderabad,SellerB,103,0,6.06,FALSE,Bottle,1518,455,20,0,2024-07-22,2025-10-14,FreeDelivery,On-Time
3502,Parle Family Pack Snacks 698,Snacks,Parle,146.12,15,121.15,4.07,210,21,Jaipur,SellerA,105,69,6.44,TRUE,Can,100,156,20,38,2025-07-26,2025-12-30,FlatDiscount,On-Time
3503,Tropicana Fresh Beverages 679,Beverages,Tropicana,306.68,10,268.8,5.08,271,30,Kolkata,LocalMart,145,65,13.35,TRUE,Pouch,992,534,29,45,2025-03-03,2026-08-10,None,On-Time
3504,Tropicana Lite Beverages 377,Beverages,Tropicana,323.67,30,225.31,3.75,450,25,Kolkata,QuickStores,118,172,29.74,FALSE,Jar,509,381,23,36,2024-11-29,2025-12-19,None,On-Time
3505,Pepsi Daily Beverages 610,Beverages,Pepsi,329.04,0,334.29,4.25,458,19,Chennai,UrbanSeller,118,296,31.01,TRUE,Jar,200,418,23,67,2025-10-13,2026-12-01,FreeDelivery,On-Time
3506,Dove Organic Personal 842,Personal Care,Dove,765.26,20,634.87,4.51,81,30,Lucknow,QuickStores,121,361,33.79,TRUE,Packet,396,481,24,86,2024-11-06,2026-03-02,None,On-Time
3507,Britannia Fresh Bakery 744,Bakery,Britannia,477.87,10,440.55,4.42,226,21,Bengaluru,SellerA,120,39,22.92,FALSE,Box,101,4,24,14,2024-10-14,2024-10-18,Buy1Get1,On-Time
3508,Parle Premium Snacks 263,Snacks,Parle,137.28,25,105.04,3.27,248,23,Delhi,UrbanSeller,89,496,35.32,TRUE,Bottle,996,126,18,99,2025-03-31,2025-08-05,Buy1Get1,On-Time
3509,Tropicana Original Beverages 659,Beverages,Tropicana,72.02,5,67.72,3.79,218,24,Ahmedabad,QuickStores,103,12,38.07,TRUE,Bottle,1003,196,20,6,2025-02-13,2025-08-31,None,On-Time
3510,FreshFarm Fresh Fruits 768,Fruits & Vegetables,FreshFarm,234.94,20,190.94,4.57,45,24,Bengaluru,SellerB,92,124,16.45,FALSE,Packet,988,11,18,43,2025-07-26,2025-08-06,FlatDiscount,On-Time
3511,Tropicana Organic Beverages 477,Beverages,Tropicana,163.42,0,164.41,4.3,312,38,Mumbai,SellerB,94,386,27.19,FALSE,Can,305,411,19,87,2025-07-26,2026-09-16,Cashback,Delayed
3512,Nivea Original Personal 115,Personal Care,Nivea,773.23,0,778.1,3.15,203,34,Bengaluru,LocalMart,134,28,31.33,TRUE,Can,402,961,26,8,2024-01-12,2026-09-11,Buy1Get1,On-Time
3513,Lay's Lite Snacks 916,Snacks,Lay's,213,20,174.08,3.94,164,29,Ahmedabad,LocalMart,126,45,7.88,FALSE,Box,757,209,25,13,2025-03-31,2025-10-26,None,On-Time
3514,Lizol Lite Household 477,Household,Lizol,52.75,30,36.71,4.2,168,26,Chennai,UrbanSeller,116,220,7.61,FALSE,Jar,102,1028,22,67,2024-02-25,2026-12-14,FlatDiscount,Delayed
3515,Gowardhan Family Pack Dairy 663,Dairy,Gowardhan,58.37,20,45.94,4.09,420,38,Jaipur,DailyNeeds,140,305,13.01,FALSE,Pouch,250,18,28,87,2025-06-18,2025-07-06,FlatDiscount,On-Time
3516,Minute Maid Lite Beverages 565,Beverages,Minute Maid,103.68,15,86,4.05,267,26,Delhi,QuickStores,141,498,32.35,FALSE,Packet,1496,344,28,100,2025-07-21,2026-07-01,None,Delayed
3517,Aavin Lite Dairy 467,Dairy,Aavin,206.95,5,197.87,3.63,590,25,Delhi,UrbanSeller,148,71,28.64,FALSE,Can,504,23,30,22,2024-11-11,2024-12-04,None,On-Time
3518,FreshFarm Family Pack Fruits 388,Fruits & Vegetables,FreshFarm,278.5,10,244.35,4.11,172,33,Bengaluru,SellerA,96,454,6.18,FALSE,Box,251,4,19,87,2024-05-03,2024-05-07,Buy1Get1,Delayed
3519,Mother Dairy Organic Dairy 321,Dairy,Mother Dairy,158.06,5,150.41,4.18,436,29,Hyderabad,SellerB,154,50,27.53,FALSE,Box,254,16,30,0,2025-04-03,2025-04-19,None,On-Time
